City,Date,Wkday,Outlook,TempH,TempL
梁山,2017/1/29,6,多云转晴,3,-4
梁山,2017/1/30,0,雨夹雪转小雪,-1,-5
秀山,2017/1/24,1,多云,,3
秀山,2017/1/25,2,多云,13,4
秀山,2017/1/26,3,阴转小雨,13,6
秀山,2017/1/27,4,阴,12,3
秀山,2017/1/28,5,阴,8,4
秀山,2017/1/29,6,阴转多云,9,1
秀山,2017/1/30,0,阴转雨夹雪,5,0
罗山,2017/1/24,1,晴,,1
罗山,2017/1/25,2,晴,11,2
罗山,2017/1/26,3,晴转多云,13,4
罗山,2017/1/27,4,多云,8,3
罗山,2017/1/28,5,小雨转中雨,10,4
罗山,2017/1/29,6,中雨转小雨,4,0
罗山,2017/1/30,0,多云转阴,5,-1
扎鲁特旗,2017/1/24,1,晴,,-15
扎鲁特旗,2017/1/25,2,晴转多云,2,-8
扎鲁特旗,2017/1/26,3,多云转晴,-2,-12
扎鲁特旗,2017/1/27,4,晴,-2,-11
扎鲁特旗,2017/1/28,5,多云,-2,-14
扎鲁特旗,2017/1/29,6,晴,-9,-16
扎鲁特旗,2017/1/30,0,晴,-6,-15
榆中,2017/1/24,1,晴,,-10
榆中,2017/1/25,2,浮尘,11,-10
榆中,2017/1/26,3,晴,3,-11
榆中,2017/1/27,4,晴,5,-9
榆中,2017/1/28,5,多云,2,-10
榆中,2017/1/29,6,晴转多云,3,-10
榆中,2017/1/30,0,多云,3,-11
麻阳,2017/1/24,1,阴,,5
麻阳,2017/1/25,2,多云,15,4
麻阳,2017/1/26,3,多云转阴,17,10
麻阳,2017/1/27,4,阴转多云,13,5
麻阳,2017/1/28,5,多云,16,8
麻阳,2017/1/29,6,阴转小雨,14,2
麻阳,2017/1/30,0,小雨,5,1
关岭,2017/1/24,1,小雨,,7
关岭,2017/1/25,2,阴,13,10
关岭,2017/1/26,3,多云转阴,14,8
关岭,2017/1/27,4,阴转小雨,13,9
关岭,2017/1/28,5,阴转小雨,13,9
关岭,2017/1/29,6,小雨,12,8
关岭,2017/1/30,0,小雨,11,9
六安,2017/1/24,1,多云,,1
六安,2017/1/25,2,晴,11,2
六安,2017/1/26,3,晴,14,4
六安,2017/1/27,4,多云,9,3
六安,2017/1/28,5,多云转阴,15,7
六安,2017/1/29,6,小雨,5,0
六安,2017/1/30,0,阴,5,1
腾冲,2017/1/24,1,晴,,2
腾冲,2017/1/25,2,晴,20,2
腾冲,2017/1/26,3,晴转多云,19,4
腾冲,2017/1/27,4,多云,17,5
腾冲,2017/1/28,5,多云,16,3
腾冲,2017/1/29,6,晴,17,2
腾冲,2017/1/30,0,晴,17,2
遂平,2017/1/24,1,阴,,-3
遂平,2017/1/25,2,晴,11,1
遂平,2017/1/26,3,晴,15,1
遂平,2017/1/27,4,多云,8,3
遂平,2017/1/28,5,阴转小雨,8,0
遂平,2017/1/29,6,雨夹雪转小雪,2,-3
遂平,2017/1/30,0,多云,5,-1
临潼,2017/1/24,1,多云,,-2
临潼,2017/1/25,2,多云,8,0
临潼,2017/1/26,3,多云转晴,10,-2
临潼,2017/1/27,4,多云,5,0
临潼,2017/1/28,5,阴,5,-1
临潼,2017/1/29,6,多云,4,-2
临潼,2017/1/30,0,阴转小雪,4,-2
金乡,2017/1/24,1,晴,,-2
金乡,2017/1/25,2,多云,9,0
金乡,2017/1/26,3,多云,13,-3
金乡,2017/1/27,4,晴转多云,9,0
金乡,2017/1/28,5,小雨转阴,4,-1
金乡,2017/1/29,6,多云转晴,3,-4
金乡,2017/1/30,0,雨夹雪转小雪,-2,-5
淮北,2017/1/24,1,多云,,-2
淮北,2017/1/25,2,晴转多云,9,1
淮北,2017/1/26,3,多云,12,1
淮北,2017/1/27,4,多云,8,-1
淮北,2017/1/28,5,阴转小雨,7,2
淮北,2017/1/29,6,雨夹雪,1,-3
淮北,2017/1/30,0,多云,3,-3
莒南,2017/1/24,1,晴,,-4
莒南,2017/1/25,2,多云,7,-2
莒南,2017/1/26,3,阴转多云,11,-3
莒南,2017/1/27,4,晴转多云,5,-5
莒南,2017/1/28,5,阴,6,1
莒南,2017/1/29,6,多云,6,-2
莒南,2017/1/30,0,晴转多云,6,-3
镇平,2017/1/24,1,多云,,0
镇平,2017/1/25,2,晴,10,1
镇平,2017/1/26,3,晴,12,2
镇平,2017/1/27,4,晴转多云,8,1
镇平,2017/1/28,5,小雨,8,1
镇平,2017/1/29,6,小雪转阴,5,-2
镇平,2017/1/30,0,阴转小雨,3,0
金湖,2017/1/24,1,多云,,0
金湖,2017/1/25,2,晴,11,1
金湖,2017/1/26,3,多云,14,2
金湖,2017/1/27,4,晴转多云,7,-1
金湖,2017/1/28,5,阴转小雨,11,4
金湖,2017/1/29,6,小雨转小雪,3,-3
金湖,2017/1/30,0,多云,4,-4
察哈尔右翼中旗,2017/1/24,1,晴,,-13
察哈尔右翼中旗,2017/1/25,2,多云,0,-14
察哈尔右翼中旗,2017/1/26,3,多云,-9,-18
察哈尔右翼中旗,2017/1/27,4,多云转晴,-6,-17
察哈尔右翼中旗,2017/1/28,5,多云,-6,-24
察哈尔右翼中旗,2017/1/29,6,多云转晴,-17,-21
察哈尔右翼中旗,2017/1/30,0,多云转晴,-7,-21
温州,2017/1/24,1,阴,,6
温州,2017/1/25,2,阴转多云,12,4
温州,2017/1/26,3,晴转多云,15,5
温州,2017/1/27,4,多云,17,7
温州,2017/1/28,5,多云,16,11
温州,2017/1/29,6,阴转小雨,21,14
温州,2017/1/30,0,小雨,14,7
武川,2017/1/24,1,晴,,-14
武川,2017/1/25,2,多云转阴,2,-9
武川,2017/1/26,3,多云转晴,-5,-18
武川,2017/1/27,4,多云转阴,-5,-15
武川,2017/1/28,5,阴,-3,-19
武川,2017/1/29,6,阴转多云,-9,-20
武川,2017/1/30,0,多云,-5,-17
赫山区,2017/1/24,1,小雨,,6
赫山区,2017/1/25,2,多云,14,4
赫山区,2017/1/26,3,晴转多云,17,8
赫山区,2017/1/27,4,多云,12,6
赫山区,2017/1/28,5,多云,18,10
赫山区,2017/1/29,6,小雨,13,5
赫山区,2017/1/30,0,小雨,10,4
常州,2017/1/24,1,多云,,2
常州,2017/1/25,2,多云,10,2
常州,2017/1/26,3,晴转多云,13,4
常州,2017/1/27,4,多云转晴,9,1
常州,2017/1/28,5,多云转阴,13,7
常州,2017/1/29,6,小雨转阴,10,-1
常州,2017/1/30,0,多云,6,-1
屏南,2017/1/24,1,多云,,3
屏南,2017/1/25,2,阴转多云,9,2
屏南,2017/1/26,3,晴,13,0
屏南,2017/1/27,4,晴转多云,16,3
屏南,2017/1/28,5,阴,17,9
屏南,2017/1/29,6,阴转小雨,18,9
屏南,2017/1/30,0,小雨,9,6
同江,2017/1/24,1,晴,,-19
同江,2017/1/25,2,晴转多云,-10,-21
同江,2017/1/26,3,小到中雪,-7,-17
同江,2017/1/27,4,多云转晴,-12,-17
同江,2017/1/28,5,多云,-10,-16
同江,2017/1/29,6,晴,-11,-19
同江,2017/1/30,0,晴,-12,-18
鹰潭,2017/1/24,1,阵雨,,6
鹰潭,2017/1/25,2,多云,13,4
鹰潭,2017/1/26,3,晴,16,4
鹰潭,2017/1/27,4,晴,16,5
鹰潭,2017/1/28,5,晴转多云,19,9
鹰潭,2017/1/29,6,小雨,19,7
鹰潭,2017/1/30,0,小雨,12,7
丹江口,2017/1/24,1,多云,,1
丹江口,2017/1/25,2,晴,11,3
丹江口,2017/1/26,3,晴转阴,14,4
丹江口,2017/1/27,4,多云转阴,11,5
丹江口,2017/1/28,5,小雨,8,3
丹江口,2017/1/29,6,小雨转雨夹雪,7,0
丹江口,2017/1/30,0,多云转雨夹雪,5,0
磐石,2017/1/24,1,晴,,-26
磐石,2017/1/25,2,多云,-6,-16
磐石,2017/1/26,3,大雪转小雪,1,-19
磐石,2017/1/27,4,晴转多云,-7,-18
磐石,2017/1/28,5,小雪,-2,-20
磐石,2017/1/29,6,小雪转多云,-4,-26
磐石,2017/1/30,0,晴转多云,-12,-25
开鲁,2017/1/24,1,晴,,-18
开鲁,2017/1/25,2,晴转多云,2,-5
开鲁,2017/1/26,3,多云转晴,-2,-14
开鲁,2017/1/27,4,晴,-1,-11
开鲁,2017/1/28,5,多云,2,-15
开鲁,2017/1/29,6,晴,-6,-18
开鲁,2017/1/30,0,晴,-7,-18
莒县,2017/1/24,1,多云,,-4
莒县,2017/1/25,2,晴转多云,6,-1
莒县,2017/1/26,3,阴,11,-3
莒县,2017/1/27,4,多云,8,-5
莒县,2017/1/28,5,小雨转雨夹雪,5,-2
莒县,2017/1/29,6,多云,4,-7
莒县,2017/1/30,0,晴转多云,3,-4
特克斯,2017/1/24,1,小雪,,-11
特克斯,2017/1/25,2,多云转晴,-3,-17
特克斯,2017/1/26,3,晴,-2,-14
特克斯,2017/1/27,4,晴,0,-12
特克斯,2017/1/28,5,晴转多云,1,-10
特克斯,2017/1/29,6,小雪转多云,-1,-11
特克斯,2017/1/30,0,晴,-1,-12
成县,2017/1/24,1,晴,,-1
成县,2017/1/25,2,多云,9,1
成县,2017/1/26,3,晴转多云,10,-4
成县,2017/1/27,4,多云,8,-2
成县,2017/1/28,5,阴转多云,7,-1
成县,2017/1/29,6,多云,7,-2
成县,2017/1/30,0,阴,6,-3
荆州,2017/1/24,1,多云,,2
荆州,2017/1/25,2,晴,12,3
荆州,2017/1/26,3,晴转阴,15,5
荆州,2017/1/27,4,晴转多云,12,4
荆州,2017/1/28,5,阴转小雨,13,6
荆州,2017/1/29,6,小雨,9,3
荆州,2017/1/30,0,多云转小雨,10,1
涟源,2017/1/24,1,多云,,5
涟源,2017/1/25,2,晴,16,4
涟源,2017/1/26,3,晴转多云,18,9
涟源,2017/1/27,4,多云,15,5
涟源,2017/1/28,5,晴转多云,20,8
涟源,2017/1/29,6,阴转小雨,15,1
涟源,2017/1/30,0,小雨转阵雨,7,1
淄川,2017/1/24,1,晴,,-4
淄川,2017/1/25,2,晴,9,3
淄川,2017/1/26,3,多云,11,-4
淄川,2017/1/27,4,晴转多云,4,-2
淄川,2017/1/28,5,小雨转小雪,4,-3
淄川,2017/1/29,6,阴,0,-7
淄川,2017/1/30,0,多云,3,-6
林芝,2017/1/24,1,晴,,-4
林芝,2017/1/25,2,晴,13,-5
林芝,2017/1/26,3,晴转多云,16,-2
林芝,2017/1/27,4,阴,12,1
林芝,2017/1/28,5,小雨转阴,10,-5
林芝,2017/1/29,6,晴转多云,12,-6
林芝,2017/1/30,0,晴转多云,10,-5
金溪,2017/1/24,1,多云,,8
金溪,2017/1/25,2,多云转晴,14,4
金溪,2017/1/26,3,晴,17,6
金溪,2017/1/27,4,晴转多云,17,6
金溪,2017/1/28,5,多云转阴,20,12
金溪,2017/1/29,6,小雨,19,6
金溪,2017/1/30,0,阴,11,4
肃南,2017/1/24,1,晴,,-10
肃南,2017/1/25,2,多云转晴,6,-13
肃南,2017/1/26,3,晴,2,-13
肃南,2017/1/27,4,晴,5,-12
肃南,2017/1/28,5,小雪,-4,-14
肃南,2017/1/29,6,晴,1,-15
肃南,2017/1/30,0,多云,1,-13
新和,2017/1/24,1,阴,,-11
新和,2017/1/25,2,阴,0,-11
新和,2017/1/26,3,阴转多云,0,-10
新和,2017/1/27,4,多云转阴,0,-10
新和,2017/1/28,5,晴转多云,2,-10
新和,2017/1/29,6,多云转晴,1,-9
新和,2017/1/30,0,晴,2,-10
镇康,2017/1/24,1,晴,,7
镇康,2017/1/25,2,晴,25,6
镇康,2017/1/26,3,晴,26,8
镇康,2017/1/27,4,多云,25,9
镇康,2017/1/28,5,阴转多云,23,7
镇康,2017/1/29,6,晴,24,7
镇康,2017/1/30,0,晴,25,6
固始,2017/1/24,1,多云,,2
固始,2017/1/25,2,晴,9,2
固始,2017/1/26,3,晴转多云,13,4
固始,2017/1/27,4,多云,10,4
固始,2017/1/28,5,小雨转中雨,11,7
固始,2017/1/29,6,中雨转小雨,7,0
固始,2017/1/30,0,阴,4,0
莫力达瓦旗,2017/1/24,1,晴,,-25
莫力达瓦旗,2017/1/25,2,多云,-11,-24
莫力达瓦旗,2017/1/26,3,多云,-11,-23
莫力达瓦旗,2017/1/27,4,多云,-13,-25
莫力达瓦旗,2017/1/28,5,多云转晴,-12,-26
莫力达瓦旗,2017/1/29,6,晴,-12,-24
莫力达瓦旗,2017/1/30,0,晴,-13,-26
民权,2017/1/24,1,多云,,-2
民权,2017/1/25,2,晴转多云,9,1
民权,2017/1/26,3,晴转多云,12,0
民权,2017/1/27,4,晴转多云,7,0
民权,2017/1/28,5,小雨转雨夹雪,5,2
民权,2017/1/29,6,小雪转多云,5,-4
民权,2017/1/30,0,晴转多云,3,-3
瓦房店,2017/1/24,1,晴,,-12
瓦房店,2017/1/25,2,晴转多云,3,-6
瓦房店,2017/1/26,3,小雪转阴,4,-12
瓦房店,2017/1/27,4,晴,-2,-9
瓦房店,2017/1/28,5,多云转阴,3,-11
瓦房店,2017/1/29,6,多云转晴,-6,-14
瓦房店,2017/1/30,0,晴,-2,-12
乌鲁木齐,2017/1/24,1,小雪,,-10
乌鲁木齐,2017/1/25,2,小雪转多云,-5,-14
乌鲁木齐,2017/1/26,3,晴,-11,-17
乌鲁木齐,2017/1/27,4,晴,-9,-17
乌鲁木齐,2017/1/28,5,晴转多云,-9,-15
乌鲁木齐,2017/1/29,6,多云转晴,-6,-13
乌鲁木齐,2017/1/30,0,晴,-5,-11
尤溪,2017/1/24,1,多云,,6
尤溪,2017/1/25,2,多云,16,6
尤溪,2017/1/26,3,晴,18,5
尤溪,2017/1/27,4,晴,19,7
尤溪,2017/1/28,5,多云转阵雨,22,14
尤溪,2017/1/29,6,阵雨转小雨,20,13
尤溪,2017/1/30,0,阵雨,14,9
连州,2017/1/24,1,多云,,8
连州,2017/1/25,2,多云转晴,18,9
连州,2017/1/26,3,晴转多云,18,7
连州,2017/1/27,4,多云,19,8
连州,2017/1/28,5,多云转阴,21,13
连州,2017/1/29,6,阴转多云,17,9
连州,2017/1/30,0,多云,16,8
田阳,2017/1/24,1,多云,,13
田阳,2017/1/25,2,晴转多云,22,13
田阳,2017/1/26,3,晴转多云,23,13
田阳,2017/1/27,4,晴转多云,23,13
田阳,2017/1/28,5,晴转多云,24,14
田阳,2017/1/29,6,晴转小雨,24,14
田阳,2017/1/30,0,小雨转多云,20,14
巴音布鲁克,2017/1/24,1,小雪,,-26
巴音布鲁克,2017/1/25,2,阴转晴,-18,-33
巴音布鲁克,2017/1/26,3,多云转阴,-19,-28
巴音布鲁克,2017/1/27,4,阴转多云,-15,-30
巴音布鲁克,2017/1/28,5,多云转晴,-17,-31
巴音布鲁克,2017/1/29,6,多云转晴,-16,-30
巴音布鲁克,2017/1/30,0,多云转晴,-16,-26
塔中,2017/1/24,1,多云,,-19
塔中,2017/1/25,2,晴,0,-18
塔中,2017/1/26,3,多云,0,-18
塔中,2017/1/27,4,多云,0,-18
塔中,2017/1/28,5,多云转晴,2,-16
塔中,2017/1/29,6,多云转晴,2,-16
塔中,2017/1/30,0,多云转晴,3,-15
义乌,2017/1/24,1,多云,,2
义乌,2017/1/25,2,阴转多云,11,1
义乌,2017/1/26,3,晴转多云,14,2
义乌,2017/1/27,4,多云,13,4
义乌,2017/1/28,5,多云,16,9
义乌,2017/1/29,6,小雨,19,8
义乌,2017/1/30,0,小雨,11,3
昌图,2017/1/24,1,晴,,-15
昌图,2017/1/25,2,晴转多云,0,-5
昌图,2017/1/26,3,中雪转多云,-2,-15
昌图,2017/1/27,4,晴,-4,-16
昌图,2017/1/28,5,多云转小雪,-2,-12
昌图,2017/1/29,6,多云转晴,-8,-19
昌图,2017/1/30,0,晴,-7,-16
肃北,2017/1/24,1,多云,,-9
肃北,2017/1/25,2,多云,1,-13
肃北,2017/1/26,3,晴,1,-11
肃北,2017/1/27,4,晴转多云,3,-12
肃北,2017/1/28,5,阴转多云,0,-12
肃北,2017/1/29,6,晴转多云,3,-12
肃北,2017/1/30,0,多云,1,-12
叶县,2017/1/24,1,晴,,-5
叶县,2017/1/25,2,晴转多云,10,0
叶县,2017/1/26,3,多云,15,-1
叶县,2017/1/27,4,多云,8,1
叶县,2017/1/28,5,多云转雨夹雪,8,-1
叶县,2017/1/29,6,中雪,3,-2
叶县,2017/1/30,0,中雪,5,-2
鄂托克旗,2017/1/24,1,晴,,-10
鄂托克旗,2017/1/25,2,多云,9,-8
鄂托克旗,2017/1/26,3,多云转晴,2,-16
鄂托克旗,2017/1/27,4,晴转多云,4,-11
鄂托克旗,2017/1/28,5,多云转阴,0,-18
鄂托克旗,2017/1/29,6,晴,-7,-18
鄂托克旗,2017/1/30,0,多云转晴,0,-15
保德,2017/1/24,1,多云,,-9
保德,2017/1/25,2,晴转阴,7,-5
保德,2017/1/26,3,晴,2,-10
保德,2017/1/27,4,晴转阴,3,-9
保德,2017/1/28,5,阴,4,-9
保德,2017/1/29,6,阴,-2,-12
保德,2017/1/30,0,多云转阴,2,-10
大荔,2017/1/24,1,多云,,-3
大荔,2017/1/25,2,多云,8,-1
大荔,2017/1/26,3,晴,8,0
大荔,2017/1/27,4,多云,7,1
大荔,2017/1/28,5,雨夹雪转小雪,4,1
大荔,2017/1/29,6,阴转多云,4,0
大荔,2017/1/30,0,多云转阴,6,0
青岛,2017/1/24,1,晴,,1
青岛,2017/1/25,2,多云,5,3
青岛,2017/1/26,3,阴转阵雨,7,0
青岛,2017/1/27,4,多云,6,-1
青岛,2017/1/28,5,小雨转雨夹雪,5,-2
青岛,2017/1/29,6,晴,5,-3
青岛,2017/1/30,0,晴,3,-2
定日,2017/1/24,1,多云,,-16
定日,2017/1/25,2,多云转晴,4,-13
定日,2017/1/26,3,晴,6,-9
定日,2017/1/27,4,小雪,2,-16
定日,2017/1/28,5,晴,2,-17
定日,2017/1/29,6,晴,3,-15
定日,2017/1/30,0,晴,5,-14
台中,2017/1/24,1,阴,,15
台中,2017/1/25,2,小雨,18,14
台中,2017/1/26,3,多云,20,15
台中,2017/1/27,4,晴,21,14
台中,2017/1/28,5,晴转多云,22,15
台中,2017/1/29,6,多云,25,18
台中,2017/1/30,0,中雨转小雨,25,17
兴隆,2017/1/24,1,晴,,-14
兴隆,2017/1/25,2,多云转阴,2,-7
兴隆,2017/1/26,3,阴转晴,3,-13
兴隆,2017/1/27,4,晴,-1,-13
兴隆,2017/1/28,5,阴,1,-16
兴隆,2017/1/29,6,阴转多云,-5,-18
兴隆,2017/1/30,0,晴转多云,-2,-16
仙桃,2017/1/24,1,晴,,3
仙桃,2017/1/25,2,晴,13,4
仙桃,2017/1/26,3,晴转多云,17,4
仙桃,2017/1/27,4,晴转多云,13,4
仙桃,2017/1/28,5,阴,14,7
仙桃,2017/1/29,6,小雨,7,1
仙桃,2017/1/30,0,多云转小雨,8,1
印江,2017/1/24,1,阴,,4
印江,2017/1/25,2,多云,13,6
印江,2017/1/26,3,多云转小雨,15,8
印江,2017/1/27,4,小雨转阴,11,6
印江,2017/1/28,5,阴,12,9
印江,2017/1/29,6,阴转小雨,13,3
印江,2017/1/30,0,小雨,7,2
韶山,2017/1/24,1,多云,,6
韶山,2017/1/25,2,晴,15,3
韶山,2017/1/26,3,晴转多云,17,7
韶山,2017/1/27,4,多云,16,5
韶山,2017/1/28,5,晴转多云,20,8
韶山,2017/1/29,6,阴转小雨,14,2
韶山,2017/1/30,0,小雨转阴,8,2
通州,2017/1/24,1,多云,,1
通州,2017/1/25,2,多云,9,1
通州,2017/1/26,3,多云,12,3
通州,2017/1/27,4,阴转多云,9,1
通州,2017/1/28,5,阴转多云,13,7
通州,2017/1/29,6,小雨,9,3
通州,2017/1/30,0,多云转阴,7,0
刚察,2017/1/24,1,晴,,-16
刚察,2017/1/25,2,多云转晴,2,-12
刚察,2017/1/26,3,晴,2,-12
刚察,2017/1/27,4,晴,2,-11
刚察,2017/1/28,5,阴,-1,-14
刚察,2017/1/29,6,多云转阴,-2,-15
刚察,2017/1/30,0,多云,-2,-16
叶城,2017/1/24,1,多云,,-7
叶城,2017/1/25,2,多云转小雪,4,-12
叶城,2017/1/26,3,小雪转多云,-3,-11
叶城,2017/1/27,4,晴,1,-11
叶城,2017/1/28,5,晴,2,-11
叶城,2017/1/29,6,晴,1,-13
叶城,2017/1/30,0,晴,2,-14
中江,2017/1/24,1,多云,,4
中江,2017/1/25,2,多云转阴,14,6
中江,2017/1/26,3,阴转多云,15,5
中江,2017/1/27,4,多云,16,7
中江,2017/1/28,5,小雨,13,6
中江,2017/1/29,6,阴,14,4
中江,2017/1/30,0,阴,11,5
赞皇,2017/1/24,1,晴,,-6
赞皇,2017/1/25,2,多云,4,-4
赞皇,2017/1/26,3,晴,9,-4
赞皇,2017/1/27,4,晴,4,-6
赞皇,2017/1/28,5,多云,2,-4
赞皇,2017/1/29,6,阴,1,-6
赞皇,2017/1/30,0,多云,4,-6
庆阳,2017/1/24,1,晴,,-4
庆阳,2017/1/25,2,多云,6,-3
庆阳,2017/1/26,3,晴转多云,4,-6
庆阳,2017/1/27,4,多云,3,-5
庆阳,2017/1/28,5,阴转多云,2,-7
庆阳,2017/1/29,6,阴转多云,0,-8
庆阳,2017/1/30,0,阴转小雪,-1,-6
保山,2017/1/24,1,晴,,3
保山,2017/1/25,2,晴,21,3
保山,2017/1/26,3,晴转多云,21,5
保山,2017/1/27,4,多云,21,7
保山,2017/1/28,5,多云,18,4
保山,2017/1/29,6,晴,19,3
保山,2017/1/30,0,晴,20,4
福泉,2017/1/24,1,阴,,6
福泉,2017/1/25,2,阴,11,6
福泉,2017/1/26,3,阴转小雨,15,8
福泉,2017/1/27,4,小雨转阴,13,9
福泉,2017/1/28,5,阴,14,9
福泉,2017/1/29,6,阴转小雨,13,3
福泉,2017/1/30,0,小雨,10,2
大悟,2017/1/24,1,多云,,1
大悟,2017/1/25,2,晴,13,2
大悟,2017/1/26,3,晴转多云,10,4
大悟,2017/1/27,4,晴转阴,10,2
大悟,2017/1/28,5,阴转小雨,14,3
大悟,2017/1/29,6,小雨,6,1
大悟,2017/1/30,0,多云转小雨,6,0
双牌,2017/1/24,1,多云,,7
双牌,2017/1/25,2,多云,17,6
双牌,2017/1/26,3,多云,18,8
双牌,2017/1/27,4,多云,18,7
双牌,2017/1/28,5,多云,21,11
双牌,2017/1/29,6,阵雨转小雨,21,4
双牌,2017/1/30,0,小雨,14,3
江山,2017/1/24,1,阴,,3
江山,2017/1/25,2,阴转多云,10,1
江山,2017/1/26,3,晴,13,1
江山,2017/1/27,4,晴转多云,13,5
江山,2017/1/28,5,晴转多云,16,7
江山,2017/1/29,6,小雨,19,11
江山,2017/1/30,0,多云,14,6
帕里,2017/1/24,1,多云,,-16
帕里,2017/1/25,2,多云转晴,4,-15
帕里,2017/1/26,3,晴转阴,7,-14
帕里,2017/1/27,4,多云转小雪,0,-16
帕里,2017/1/28,5,晴,-1,-18
帕里,2017/1/29,6,晴,5,-19
帕里,2017/1/30,0,晴,2,-15
蕉岭,2017/1/24,1,多云,,9
蕉岭,2017/1/25,2,多云,20,7
蕉岭,2017/1/26,3,多云转晴,20,8
蕉岭,2017/1/27,4,晴转多云,21,7
蕉岭,2017/1/28,5,多云转小雨,20,14
蕉岭,2017/1/29,6,小雨,18,14
蕉岭,2017/1/30,0,小雨转多云,17,12
三峡,2017/1/24,1,晴,,3
三峡,2017/1/25,2,晴,14,4
三峡,2017/1/26,3,多云转阴,15,6
三峡,2017/1/27,4,多云,9,6
三峡,2017/1/28,5,小雨,12,8
三峡,2017/1/29,6,小雨,13,4
三峡,2017/1/30,0,小雨,8,3
洪雅,2017/1/24,1,多云,,5
洪雅,2017/1/25,2,多云转阴,12,6
洪雅,2017/1/26,3,阴转多云,11,6
洪雅,2017/1/27,4,多云,14,7
洪雅,2017/1/28,5,阴转小雨,12,7
洪雅,2017/1/29,6,阴,11,5
洪雅,2017/1/30,0,阴,11,6
平邑,2017/1/24,1,晴,,-4
平邑,2017/1/25,2,多云,7,-2
平邑,2017/1/26,3,阴转多云,11,-4
平邑,2017/1/27,4,晴转多云,5,-5
平邑,2017/1/28,5,阴,6,1
平邑,2017/1/29,6,多云,6,-2
平邑,2017/1/30,0,晴转多云,6,-3
高要,2017/1/24,1,多云,,11
高要,2017/1/25,2,多云,20,10
高要,2017/1/26,3,多云转晴,20,10
高要,2017/1/27,4,晴转多云,20,12
高要,2017/1/28,5,多云转小雨,22,16
高要,2017/1/29,6,小雨转多云,19,17
高要,2017/1/30,0,多云,21,13
西乌珠穆沁旗,2017/1/24,1,晴,,-24
西乌珠穆沁旗,2017/1/25,2,晴转小雪,-3,-17
西乌珠穆沁旗,2017/1/26,3,多云转晴,-11,-23
西乌珠穆沁旗,2017/1/27,4,晴转多云,-9,-21
西乌珠穆沁旗,2017/1/28,5,多云转晴,-10,-26
西乌珠穆沁旗,2017/1/29,6,晴,-15,-25
西乌珠穆沁旗,2017/1/30,0,晴,-13,-26
前郭,2017/1/24,1,晴,,-20
前郭,2017/1/25,2,晴转多云,-2,-8
前郭,2017/1/26,3,小雪转晴,-3,-16
前郭,2017/1/27,4,晴转多云,-6,-14
前郭,2017/1/28,5,小雪转晴,-4,-18
前郭,2017/1/29,6,晴转多云,-8,-20
前郭,2017/1/30,0,多云转晴,-10,-18
五峰,2017/1/24,1,多云,,1
五峰,2017/1/25,2,晴,13,1
五峰,2017/1/26,3,晴转阴,16,4
五峰,2017/1/27,4,多云转阴,12,4
五峰,2017/1/28,5,小雨,12,5
五峰,2017/1/29,6,小雨,11,0
五峰,2017/1/30,0,小雨,8,0
临城,2017/1/24,1,晴,,-5
临城,2017/1/25,2,多云,6,-3
临城,2017/1/26,3,多云转晴,9,-5
临城,2017/1/27,4,晴,4,-6
临城,2017/1/28,5,多云转小雪,3,-4
临城,2017/1/29,6,阴转多云,1,-7
临城,2017/1/30,0,多云,1,-8
策勒,2017/1/24,1,多云,,-7
策勒,2017/1/25,2,多云,3,-7
策勒,2017/1/26,3,多云,1,-8
策勒,2017/1/27,4,多云转晴,3,-7
策勒,2017/1/28,5,晴,5,-9
策勒,2017/1/29,6,晴,3,-6
策勒,2017/1/30,0,晴转多云,4,-6
虞城,2017/1/24,1,多云,,-3
虞城,2017/1/25,2,晴转多云,9,1
虞城,2017/1/26,3,晴转多云,12,-2
虞城,2017/1/27,4,晴转多云,7,-1
虞城,2017/1/28,5,小雨转雨夹雪,5,2
虞城,2017/1/29,6,小雪转多云,3,-4
虞城,2017/1/30,0,晴转多云,3,-3
鄂伦春旗,2017/1/24,1,晴,,-26
鄂伦春旗,2017/1/25,2,多云,-9,-21
鄂伦春旗,2017/1/26,3,多云,-9,-25
鄂伦春旗,2017/1/27,4,多云,-12,-27
鄂伦春旗,2017/1/28,5,多云转晴,-14,-29
鄂伦春旗,2017/1/29,6,晴,-11,-27
鄂伦春旗,2017/1/30,0,晴,-10,-26
乡宁,2017/1/24,1,多云,,-1
乡宁,2017/1/25,2,多云,7,-1
乡宁,2017/1/26,3,晴,4,-8
乡宁,2017/1/27,4,晴转多云,4,-4
乡宁,2017/1/28,5,多云,3,-5
乡宁,2017/1/29,6,多云,2,-6
乡宁,2017/1/30,0,多云转小雪,1,-8
喜德,2017/1/24,1,晴,,1
喜德,2017/1/25,2,晴,16,2
喜德,2017/1/26,3,晴,17,3
喜德,2017/1/27,4,多云,18,2
喜德,2017/1/28,5,晴转多云,21,2
喜德,2017/1/29,6,多云,19,2
喜德,2017/1/30,0,多云转小雨,19,1
宾川,2017/1/24,1,晴,,3
宾川,2017/1/25,2,晴,26,3
宾川,2017/1/26,3,晴转多云,26,5
宾川,2017/1/27,4,多云转阴,24,7
宾川,2017/1/28,5,多云转晴,24,4
宾川,2017/1/29,6,晴,21,3
宾川,2017/1/30,0,晴,22,5
醴陵,2017/1/24,1,多云,,6
